Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.01E+12,468340,448350,-0.960736,53.926779,12,3,1,1,18/09/2009,6,17:30:00,189,E06000014,4,1228,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013451
2.01E+12,461030,451810,-1.071353,53.958785,12,3,2,1,20/09/2009,1,11:12:00,189,E06000014,3,1036,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.01E+12,460120,452090,-1.085165,53.961408,12,3,2,1,21/09/2009,2,08:30:00,189,E06000014,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01013366
2.01E+12,454600,453560,-1.169026,53.97523,12,3,1,1,21/09/2009,2,23:19:00,189,E06000014,3,59,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013426
2.01E+12,459980,451740,-1.087367,53.958279,12,3,2,1,22/09/2009,3,15:35:00,189,E06000014,4,1227,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013415
2.01E+12,457610,454880,-1.12289,53.986766,12,3,1,1,23/09/2009,4,14:46:00,189,E06000014,3,1237,1,60,1,4,3,19,0,8,1,1,1,0,0,2,1,E01013432
2.01E+12,459200,453180,-1.098974,53.971309,12,3,2,2,24/09/2009,5,01:56:00,189,E06000014,3,19,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01013346
2.01E+12,462560,451650,-1.048071,53.957165,12,3,2,1,24/09/2009,5,17:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013401
2.01E+12,460920,448190,-1.07375,53.926266,12,3,2,1,10/09/2009,5,11:15:00,189,E06000014,3,64,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01013365
2.01E+12,460060,450930,-1.086307,53.95099,12,3,2,2,27/09/2009,1,10:45:00,189,E06000014,3,59,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2,E01013413
2.01E+12,462080,451270,-1.055462,53.953808,12,3,2,1,28/09/2009,2,17:30:00,189,E06000014,3,1079,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013403
2.01E+12,460730,453630,-1.075563,53.975176,12,2,1,1,29/09/2009,3,21:10:00,189,E06000014,6,0,6,30,9,4,6,0,0,8,7,1,1,0,0,1,1,E01013348
2.01E+12,459730,451430,-1.091237,53.955522,12,3,2,1,29/09/2009,3,18:30:00,189,E06000014,6,0,6,30,3,2,6,0,0,5,1,1,1,1,0,1,2,E01013415
2.01E+12,458240,448670,-1.114467,53.930888,12,3,2,1,01/10/2009,5,09:40:00,189,E06000014,3,1036,6,30,3,4,6,0,0,5,1,1,2,0,0,1,1,E01013355
2.01E+12,457430,450580,-1.126443,53.948143,12,3,1,1,01/10/2009,5,15:15:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013447
2.01E+12,457790,452370,-1.12062,53.964189,12,3,2,1,01/10/2009,5,15:47:00,189,E06000014,3,59,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013392
2.01E+12,467030,458470,-0.978461,54.017893,12,3,2,2,01/10/2009,5,19:30:00,189,E06000014,3,64,6,60,8,4,-1,-1,0,0,6,1,1,0,0,2,1,E01013437
2.01E+12,464880,451570,-1.012737,53.956161,12,3,2,1,02/10/2009,6,11:00:00,189,E06000014,3,64,3,40,1,2,3,64,0,0,1,8,2,0,0,2,1,E01013351
2.01E+12,460420,451310,-1.080747,53.954363,12,3,3,1,02/10/2009,6,14:35:00,189,E06000014,3,1036,6,30,1,2,6,0,0,4,1,8,2,0,0,1,1,E01013367
2.01E+12,459080,451240,-1.101178,53.953889,12,1,3,1,03/10/2009,7,20:18:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013397
2.01E+12,461060,452270,-1.070804,53.962916,12,3,1,2,04/10/2009,1,17:33:00,189,E06000014,6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,E01013383
2.01E+12,458250,448710,-1.114307,53.931246,12,2,2,1,05/10/2009,2,08:50:00,189,E06000014,3,1036,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01013355
2.01E+12,455660,447320,-1.154002,53.919038,12,3,1,1,05/10/2009,2,08:25:00,189,E06000014,3,64,6,60,5,4,3,64,0,0,1,1,1,0,0,2,1,E01013424
2.01E+12,459300,455540,-1.096991,53.992507,12,3,2,1,06/10/2009,3,08:15:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013431
2.01E+12,460740,451020,-1.075929,53.95172,12,3,1,1,05/10/2009,2,17:30:00,189,E06000014,3,19,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013364
2.01E+12,460050,453510,-1.085952,53.974177,12,3,2,1,06/10/2009,3,14:20:00,189,E06000014,6,0,6,30,6,4,6,0,0,1,1,2,2,0,0,1,2,E01013345
2.01E+12,460200,452410,-1.083883,53.964274,12,3,1,1,07/10/2009,4,10:20:00,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,461070,451080,-1.070889,53.95222,12,3,2,1,06/10/2009,3,14:16:00,189,E06000014,6,0,6,30,6,2,6,0,0,0,1,1,1,0,0,1,2,E01013364
2.01E+12,463160,451300,-1.039001,53.953947,12,3,2,2,16/07/2009,5,11:45:00,189,E06000014,3,1079,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013398
2.01E+12,458580,452550,-1.108546,53.965718,12,3,2,1,08/10/2009,5,10:00:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013392
2.01E+12,457240,450850,-1.129287,53.95059,12,3,2,1,08/10/2009,5,18:10:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013445
2.01E+12,461330,448160,-1.067513,53.925948,12,3,2,3,08/10/2009,5,15:38:00,189,E06000014,3,64,1,40,1,4,3,19,0,0,1,1,1,0,0,2,1,E01013365
2.01E+12,457830,450070,-1.120446,53.943515,12,3,2,1,09/10/2009,6,15:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01013443
2.01E+12,461090,452620,-1.070277,53.966057,12,3,2,1,09/10/2009,6,15:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013382
2.01E+12,460200,453480,-1.083672,53.97389,12,3,1,1,09/10/2009,6,20:00:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013350
2.01E+12,460860,456510,-1.073006,54.001043,12,3,3,1,10/10/2009,7,11:35:00,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,1,1,0,0,2,2,E01013407
2.01E+12,460460,451750,-1.080051,53.958313,12,3,1,1,10/10/2009,7,12:48:00,189,E06000014,6,0,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.01E+12,456180,447140,-1.146118,53.917365,12,3,2,3,10/10/2009,7,12:40:00,189,E06000014,6,6710,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01013424
2.01E+12,461420,448070,-1.066161,53.925129,12,3,4,1,10/10/2009,7,19:55:00,189,E06000014,3,64,3,70,9,4,3,19,0,0,6,1,1,0,0,2,1,E01013365
2.01E+12,464170,455380,-1.022754,53.990488,12,2,2,3,10/10/2009,7,15:25:00,189,E06000014,3,64,1,40,1,2,3,1237,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,464160,455270,-1.02293,53.989501,12,2,1,1,11/10/2009,1,07:45:00,189,E06000014,3,64,6,30,1,4,3,1237,0,0,1,1,1,6,0,2,1,E01013437
2.01E+12,459550,450040,-1.094251,53.943051,12,3,2,1,10/10/2009,7,18:20:00,189,E06000014,6,0,6,20,0,-1,-1,0,0,0,1,1,2,0,0,2,2,E01013412
2.01E+12,461020,455070,-1.070854,53.988083,12,2,1,1,11/10/2009,1,02:55:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01013410
2.01E+12,457430,451390,-1.126291,53.955422,12,3,2,1,13/10/2009,3,09:21:00,189,E06000014,4,1224,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013441
2.01E+12,460950,454930,-1.071949,53.986833,12,3,2,1,14/10/2009,4,07:15:00,189,E06000014,6,0,1,30,2,4,6,0,0,0,4,1,1,0,0,2,2,E01013404
2.01E+12,461850,452480,-1.058722,53.964709,12,3,2,1,15/10/2009,5,07:30:00,189,E06000014,6,0,1,30,2,4,6,0,0,0,1,1,2,0,0,1,2,E01013380
2.01E+12,460210,451650,-1.08388,53.957443,12,3,1,1,16/10/2009,6,23:44:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013415
2.01E+12,460310,451690,-1.082348,53.957791,12,3,1,1,17/10/2009,7,02:55:00,189,E06000014,6,0,2,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01013366
2.01E+12,464160,455000,-1.022987,53.987074,12,3,2,1,17/10/2009,7,11:40:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,457630,451450,-1.123232,53.955939,12,2,1,1,17/10/2009,7,12:39:00,189,E06000014,4,1224,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01013394
2.01E+12,456590,453800,-1.138644,53.977173,12,3,3,6,18/10/2009,1,13:09:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013422
2.01E+12,460180,451080,-1.084449,53.952324,12,1,1,1,19/10/2009,2,13:56:00,189,E06000014,3,1036,2,30,7,4,3,1036,0,4,1,1,1,0,0,1,1,E01013415
2.01E+12,459400,452930,-1.095974,53.96904,12,2,2,1,19/10/2009,2,17:10:00,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013346
2.01E+12,456830,456040,-1.134568,53.997277,12,3,2,2,20/10/2009,3,15:10:00,189,E06000014,3,19,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013430
2.01E+12,466760,452770,-0.983829,53.966706,12,3,1,1,22/10/2009,5,09:00:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,2,2,E01013352
2.01E+12,458760,449730,-1.106344,53.940355,12,3,2,1,24/10/2009,7,13:13:00,189,E06000014,3,1036,6,30,3,2,6,0,0,0,1,2,2,0,0,1,1,E01013357
2.01E+12,460750,451350,-1.075711,53.954684,12,3,2,1,25/10/2009,1,10:47:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013367
2.01E+12,456570,453770,-1.138954,53.976906,12,3,2,3,26/10/2009,2,11:35:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013422
2.01E+12,458870,450980,-1.104428,53.951576,12,3,1,1,26/10/2009,2,10:33:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013397
2.01E+12,460930,454930,-1.072254,53.986835,12,3,2,1,29/10/2009,5,19:15:00,189,E06000014,6,0,1,30,2,4,6,0,0,0,4,1,1,0,0,2,1,E01013404
2.01E+12,459690,452630,-1.091612,53.96631,12,3,2,1,30/10/2009,6,07:26:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013344
2.01E+12,459610,452710,-1.092816,53.967039,12,3,3,2,31/10/2009,7,08:55:00,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013344
2.01E+12,458790,455550,-1.104767,53.992655,12,2,4,2,02/11/2009,2,17:05:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,1,1,0,0,1,1,E01013429
2.01E+12,460480,451360,-1.079823,53.954806,12,3,2,1,02/11/2009,2,20:10:00,189,E06000014,3,1036,1,30,1,4,6,0,0,1,4,2,2,0,0,1,1,E01013367
2.01E+12,456860,452100,-1.134844,53.961866,12,2,1,1,03/10/2009,7,14:00:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013337
2.01E+12,457120,456270,-1.130101,53.999312,12,3,2,1,03/11/2009,3,15:40:00,189,E06000014,6,0,6,30,8,4,6,0,0,0,5,1,1,0,0,2,2,E01013430
2.01E+12,460040,451630,-1.086474,53.957283,12,3,1,1,03/11/2009,3,13:44:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013415
2.01E+12,464980,451720,-1.011181,53.957496,12,3,2,1,04/11/2009,4,17:30:00,189,E06000014,3,64,7,60,1,2,3,1079,0,5,4,2,2,0,0,2,1,E01013351
2.01E+12,458750,455300,-1.105425,53.990413,12,3,2,1,04/11/2009,4,18:30:00,189,E06000014,6,0,1,40,1,4,6,0,0,4,4,2,2,0,0,1,2,E01013429
2.01E+12,464860,451570,-1.013041,53.956163,12,3,2,1,05/11/2009,5,15:32:00,189,E06000014,3,1079,1,40,1,4,6,0,0,0,1,1,1,0,0,2,2,E01013351
2.01E+12,459840,453700,-1.089116,53.975909,12,3,2,1,06/11/2009,6,19:45:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013347
2.01E+12,461180,448450,-1.069739,53.928572,12,2,2,3,06/11/2009,6,21:59:00,189,E06000014,3,19,6,60,3,4,4,1222,0,0,6,1,2,0,0,2,1,E01013365
2.01E+12,462410,458160,-1.049025,54.015686,12,3,4,3,06/11/2009,6,22:30:00,189,E06000014,6,0,6,60,8,4,-1,-1,0,0,6,1,2,0,0,2,1,E01013436
2.01E+12,460470,451350,-1.079977,53.954717,12,3,2,1,07/11/2009,7,02:30:00,189,E06000014,3,1036,1,30,1,4,6,0,0,1,4,1,4,0,0,1,2,E01013367
2.01E+12,460580,456370,-1.077305,53.999817,12,3,3,2,08/11/2009,1,16:35:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013407
2.01E+12,459760,452560,-1.090559,53.965673,12,3,2,1,10/11/2009,3,17:45:00,189,E06000014,3,19,2,30,3,4,6,0,0,0,4,1,2,4,0,1,1,E01013344
2.01E+12,457610,452120,-1.123411,53.961963,12,3,2,1,10/11/2009,3,17:40:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013335
2.01E+12,459140,451230,-1.100266,53.953792,12,3,2,1,13/10/2009,3,09:00:00,189,E06000014,6,0,6,30,3,4,3,59,0,4,1,1,1,0,0,1,2,E01013391
2.01E+12,458230,452030,-1.113979,53.961085,12,3,1,1,10/11/2009,3,23:24:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,2,1,1,E01013393
2.01E+12,460110,452250,-1.085286,53.962847,12,3,1,1,11/11/2009,4,10:50:00,189,E06000014,3,1036,6,30,3,2,6,0,0,4,1,1,2,0,0,1,1,E01013366
2.01E+12,459660,452650,-1.092066,53.966494,12,3,2,1,11/11/2009,4,16:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013344
2.01E+12,459450,453190,-1.095161,53.971371,12,3,2,1,12/11/2009,5,08:53:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013346
2.01E+12,459660,455030,-1.0916,53.987882,12,3,1,1,12/11/2009,5,17:55:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,7,1,1,0,0,1,2,E01013431
2.01E+12,461850,452480,-1.058722,53.964709,12,3,2,1,12/11/2009,5,17:20:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,4,2,2,0,0,1,2,E01013380
2.01E+12,460890,456510,-1.072549,54.001039,12,3,2,1,13/11/2009,6,17:09:00,189,E06000014,3,1237,6,60,1,4,6,0,0,0,4,8,2,0,0,2,1,E01013407
2.01E+12,459320,453620,-1.097059,53.97525,12,2,2,1,13/11/2009,6,20:05:00,189,E06000014,5,419,6,30,3,4,6,0,0,1,4,1,1,0,0,1,2,E01013349
2.01E+12,457770,450890,-1.121205,53.950891,12,2,2,1,13/11/2009,6,18:55:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,4,5,2,0,0,1,1,E01013443
2.01E+12,458500,449770,-1.110297,53.940744,12,3,2,1,16/11/2009,2,08:41:00,189,E06000014,6,0,6,20,0,-1,-1,0,0,1,1,2,2,0,0,1,1,E01013358
2.01E+12,457060,452230,-1.131772,53.963012,12,3,2,1,16/11/2009,2,08:45:00,189,E06000014,6,0,2,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01013335
2.01E+12,460870,450690,-1.074014,53.948739,12,3,2,1,16/11/2009,2,08:30:00,189,E06000014,6,0,6,30,3,4,3,19,0,0,1,2,2,0,0,1,2,E01013364
2.01E+12,460860,453510,-1.073605,53.974083,12,3,2,1,17/11/2009,3,16:30:00,189,E06000014,6,0,6,30,6,2,6,0,1,8,1,1,1,0,0,1,1,E01013348
2.01E+12,457840,451480,-1.120027,53.956185,12,3,1,1,17/11/2009,3,12:00:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01013396
2.01E+12,456880,452240,-1.134513,53.963122,12,3,2,1,17/11/2009,3,22:09:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013337
2.01E+12,460510,458260,-1.077997,54.01681,12,3,1,1,18/11/2009,4,17:10:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,E01013370
2.01E+12,463090,462170,-1.037817,54.051639,12,3,2,1,20/11/2009,6,08:45:00,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013438
2.01E+12,457070,447710,-1.132463,53.92239,12,3,3,1,20/11/2009,6,17:04:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,7,1,1,0,0,2,1,E01013421
2.01E+12,460440,451740,-1.080357,53.958225,12,3,1,1,21/11/2009,7,13:00:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,E01013367
2.01E+12,460460,451350,-1.08013,53.954718,12,3,1,1,22/11/2009,1,09:30:00,189,E06000014,3,1036,1,30,1,4,3,1036,0,0,1,1,2,0,0,1,1,E01013367
2.01E+12,460870,448200,-1.074509,53.926362,12,3,2,1,22/11/2009,1,14:00:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013365
2.01E+12,459190,453170,-1.099128,53.971221,12,3,2,1,24/11/2009,3,17:25:00,189,E06000014,3,19,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013346
2.01E+12,460480,451360,-1.079823,53.954806,12,3,2,1,25/11/2009,4,07:20:00,189,E06000014,3,1036,1,30,1,2,3,1036,0,0,4,4,2,0,0,1,1,E01013367
2.01E+12,460330,453010,-1.081783,53.969651,12,3,2,2,25/11/2009,4,12:40:00,189,E06000014,4,1363,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,2,E01013343
2.01E+12,457280,450790,-1.128689,53.950047,12,3,2,1,25/11/2009,4,12:37:00,189,E06000014,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01013445
2.01E+12,460990,451460,-1.072032,53.955645,12,3,2,1,25/11/2009,4,13:40:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,4,1,0,0,1,2,E01013367
2.01E+12,460050,452310,-1.086188,53.963393,12,3,2,1,26/11/2009,5,22:00:00,189,E06000014,3,19,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013366
2.01E+12,461310,452500,-1.066948,53.964953,12,3,2,1,27/11/2009,6,13:45:00,189,E06000014,6,0,1,30,2,4,6,0,0,0,1,1,2,4,0,1,1,E01013383
2.01E+12,462910,451280,-1.042814,53.953797,12,2,1,1,27/11/2009,6,15:58:00,189,E06000014,3,1079,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01013402
2.01E+12,461050,453950,-1.07062,53.978014,12,3,2,1,27/11/2009,6,21:05:00,189,E06000014,6,0,1,30,2,4,6,0,0,0,4,1,1,0,0,1,2,E01013406
2.01E+12,459790,452530,-1.090108,53.9654,12,3,2,1,27/11/2009,6,17:45:00,189,E06000014,3,19,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01013344
2.01E+12,462350,454040,-1.050783,53.978668,12,3,1,1,29/11/2009,1,06:50:00,189,E06000014,3,1036,6,40,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01013409
2.01E+12,461040,453400,-1.070883,53.973073,12,3,1,1,29/11/2009,1,02:00:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,2,2,1,0,1,2,E01013382
2.01E+12,460220,451810,-1.083696,53.95888,12,3,1,1,29/11/2009,1,16:02:00,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,4,2,2,0,6,1,1,E01013367
2.01E+12,459660,451510,-1.092288,53.956249,12,3,2,1,28/11/2009,7,18:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01013415
2.01E+12,459190,458390,-1.098115,54.018131,12,3,2,1,29/11/2009,1,13:10:00,189,E06000014,4,1363,6,60,3,4,6,0,0,0,1,1,2,0,0,2,2,E01013377
2.01E+12,467080,449340,-0.979704,53.935841,12,3,2,1,30/11/2009,2,08:00:00,189,E06000014,4,1228,6,60,0,-1,-1,0,0,0,1,8,2,0,0,2,2,E01013351
2.01E+12,460180,451070,-1.084451,53.952234,12,3,2,1,01/12/2009,3,17:45:00,189,E06000014,6,0,2,30,3,4,3,59,0,1,4,1,1,0,0,1,2,E01013416
2.01E+12,458830,455570,-1.104153,53.99283,12,3,3,2,01/12/2009,3,18:20:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,1,2,0,0,1,1,E01013429
2.01E+12,459990,450940,-1.087372,53.951088,12,3,2,1,02/12/2009,4,00:48:00,189,E06000014,3,59,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01013416
2.01E+12,459300,450910,-1.09789,53.950898,12,3,2,2,02/12/2009,4,09:00:00,189,E06000014,6,0,6,30,3,2,6,0,0,0,1,1,2,0,0,1,1,E01013417
2.01E+12,458500,455270,-1.109244,53.990171,12,3,1,1,02/12/2009,4,16:55:00,189,E06000014,6,0,6,30,3,4,6,0,0,1,4,1,2,0,0,1,1,E01013429
2.01E+12,460870,452580,-1.073638,53.965724,12,3,2,2,02/12/2009,4,14:20:00,189,E06000014,6,0,2,30,3,4,6,0,0,0,1,4,1,0,0,1,2,E01013369
2.01E+12,460770,451160,-1.075444,53.952974,12,3,1,1,02/12/2009,4,17:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013363
2.01E+12,460670,451850,-1.076831,53.959187,12,3,2,1,16/12/2009,4,17:12:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013367
2.01E+12,460780,458210,-1.073887,54.016329,12,3,2,1,03/12/2009,5,19:40:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,E01013370
2.01E+12,460410,451960,-1.080771,53.960206,12,3,1,1,04/12/2009,6,14:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013367
2.01E+12,457390,447860,-1.127563,53.923703,12,3,4,3,04/12/2009,6,16:59:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013425
2.01E+12,458730,454000,-1.10598,53.978732,12,1,2,1,05/12/2009,7,10:22:00,189,E06000014,6,0,1,30,2,4,6,0,0,1,1,1,2,0,0,1,1,E01013435
2.01E+12,460050,452310,-1.086188,53.963393,12,3,2,1,05/12/2009,7,11:03:00,189,E06000014,3,19,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,457530,454940,-1.124098,53.987314,12,3,2,1,05/12/2009,7,09:30:00,189,E06000014,3,19,6,60,1,4,3,1237,0,0,1,1,1,0,0,2,2,E01013432
2.01E+12,459960,451790,-1.087662,53.95873,12,3,1,1,07/12/2009,2,08:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013415
2.01E+12,464830,451680,-1.013475,53.957155,12,3,1,1,08/12/2009,3,08:38:00,189,E06000014,3,64,7,70,3,4,3,1079,0,0,1,1,2,0,0,2,1,E01013351
2.01E+12,459910,451860,-1.08841,53.959365,12,2,1,1,07/12/2009,2,10:26:00,189,E06000014,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2,E01013415
2.01E+12,460220,452440,-1.083572,53.964542,12,3,1,1,08/12/2009,3,13:40:00,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01013366
2.01E+12,460190,452180,-1.08408,53.962209,12,3,1,1,08/12/2009,3,10:30:00,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013366
2.01E+12,460170,448380,-1.085133,53.928061,12,3,5,1,09/12/2009,4,16:26:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013340
2.01E+12,459110,448320,-1.101285,53.927644,12,3,2,1,09/12/2009,4,17:30:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,4,1,2,0,0,2,2,E01013340
2.01E+12,460130,451630,-1.085103,53.957273,12,3,2,1,10/12/2009,5,14:00:00,189,E06000014,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01013415
2.01E+12,463830,451950,-1.028656,53.959706,12,3,1,1,10/12/2009,5,14:30:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013420
2.01E+12,462130,456040,-1.05373,53.996668,12,2,2,2,09/12/2009,4,20:45:00,189,E06000014,6,0,6,30,0,0,-1,0,0,0,4,1,2,0,0,1,1,E01013409
2.01E+12,460770,451170,-1.075442,53.953064,12,3,2,1,10/12/2009,5,19:20:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013363
2.01E+12,459600,452710,-1.092968,53.96704,12,3,2,1,11/12/2009,6,11:15:00,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013344
2.01E+12,455890,453380,-1.149393,53.973475,12,3,2,2,11/12/2009,6,17:35:00,189,E06000014,3,59,6,40,0,-1,-1,0,0,0,4,1,1,0,0,2,2,E01013426
2.01E+12,460150,450840,-1.084954,53.950171,12,3,2,1,11/12/2009,6,18:28:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01013418
2.01E+12,460850,452480,-1.073962,53.964827,12,3,2,1,12/12/2009,7,07:45:00,189,E06000014,3,1036,1,30,1,4,3,1036,0,0,4,1,2,0,0,1,2,E01013369
2.01E+12,460010,451960,-1.086867,53.960252,12,3,2,1,12/12/2009,7,21:05:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013366
