Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.01E+12,458849,455306,-1.103914,53.990455,12,3,2,4,21/11/2012,4,20:05:00,189,E06000014,6,3310,6,30,8,4,6,0,0,0,4,1,2,0,0,1,1,E01013431
2.01E+12,462919,455221,-1.041865,53.989213,12,3,2,1,23/11/2012,6,17:05:00,189,E06000014,5,416,6,40,1,4,6,0,0,0,4,1,1,0,0,2,1,E01013409
2.01E+12,460025,451631,-1.086703,53.957294,12,3,1,1,23/11/2012,6,22:30:00,189,E06000014,6,7110,6,30,3,4,4,1227,0,5,4,1,1,0,0,1,1,E01013415
2.01E+12,466000,456475,-0.99461,54.000098,12,3,2,2,24/11/2012,7,17:30:00,189,E06000014,5,95,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,460594,453225,-1.077716,53.971553,12,3,1,1,27/11/2012,3,09:10:00,189,E06000014,5,94,6,30,0,-1,-1,0,0,1,1,1,2,0,0,1,1,E01013343
2.01E+12,462223,450746,-1.05339,53.949081,12,3,1,1,27/11/2012,3,18:47:00,189,E06000014,5,409,6,30,0,-1,-1,0,0,8,4,1,2,0,0,1,1,E01013378
2.01E+12,459760,453770,-1.090322,53.976547,12,2,2,1,28/11/2012,4,08:03:00,189,E06000014,6,3111,6,30,1,4,6,0,0,0,1,2,2,0,0,1,1,E01013349
2.01E+12,457584,451442,-1.123935,53.955872,12,3,1,1,28/11/2012,4,10:24:00,189,E06000014,4,1224,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013336
2.01E+12,460360,452831,-1.081361,53.968039,12,3,1,1,28/11/2012,4,10:30:00,189,E06000014,5,94,6,30,3,2,4,1363,0,4,1,1,2,0,0,1,2,E01013366
2.01E+12,458456,449002,-1.111114,53.933847,12,3,1,1,26/11/2012,2,09:30:00,189,E06000014,6,5611,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01013355
2.01E+12,458980,451251,-1.1027,53.953999,12,3,1,1,29/11/2012,5,13:30:00,189,E06000014,3,59,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01013397
2.01E+12,457029,450595,-1.132549,53.948322,12,3,2,1,29/11/2012,5,15:30:00,189,E06000014,6,5610,6,30,3,4,6,5610,0,0,1,1,2,0,0,1,2,E01013446
2.01E+12,460348,451660,-1.081775,53.957517,12,3,2,1,30/11/2012,6,08:35:00,189,E06000014,4,1227,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01013367
2.01E+12,461851,451582,-1.058888,53.956639,12,3,1,1,29/11/2012,5,17:05:00,189,E06000014,5,409,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013400
2.01E+12,455858,451696,-1.150188,53.958344,12,3,2,1,03/12/2012,2,07:55:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,7,2,0,0,2,1,E01013421
2.01E+12,458253,448704,-1.114262,53.931192,12,3,2,2,03/12/2012,2,09:15:00,189,E06000014,3,1036,6,30,3,4,6,5510,0,4,1,7,2,0,0,1,1,E01013355
2.01E+12,461091,451398,-1.070506,53.955075,12,3,2,1,03/12/2012,2,12:40:00,189,E06000014,3,1079,6,30,3,2,6,7210,0,5,1,1,1,0,0,1,1,E01013367
2.01E+12,460496,452422,-1.079369,53.964348,12,3,1,1,03/12/2012,2,16:38:00,189,E06000014,6,3510,2,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01013369
2.01E+12,458728,453996,-1.106012,53.978696,12,3,2,1,04/12/2012,3,08:16:00,189,E06000014,6,3210,1,30,2,4,6,3210,0,0,1,8,4,0,0,1,1,E01013435
2.01E+12,456803,454103,-1.13534,53.979873,12,3,2,2,04/12/2012,3,15:40:00,189,E06000014,3,1237,6,60,1,4,6,0,0,0,1,1,2,0,0,2,1,E01013422
2.01E+12,458966,453258,-1.102526,53.972037,12,3,2,1,04/12/2012,3,16:05:00,189,E06000014,3,19,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01013346
2.01E+12,454026,447521,-1.178843,53.921018,12,3,1,1,05/12/2012,4,01:54:00,189,E06000014,5,286,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013421
2.01E+12,466270,457912,-0.990179,54.012977,12,3,3,1,05/12/2012,4,07:31:00,189,E06000014,3,64,6,60,6,4,5,92,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,455765,447337,-1.1524,53.91918,12,3,1,1,05/12/2012,4,13:30:00,189,E06000014,3,1237,6,30,5,4,6,6710,0,0,1,8,4,0,0,2,1,E01013424
2.01E+12,460872,450685,-1.073985,53.948694,12,2,1,1,05/12/2012,4,12:15:00,189,E06000014,3,19,6,30,3,4,3,19,0,0,1,1,2,0,0,1,1,E01013364
2.01E+12,456836,451514,-1.135319,53.956602,12,3,2,1,07/12/2012,6,18:02:00,189,E06000014,4,1224,1,30,1,4,5,413,0,0,4,1,2,0,0,1,1,E01013442
2.01E+12,456785,454070,-1.135621,53.979578,12,3,2,1,05/12/2012,4,14:10:00,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,1,1,0,0,2,2,E01013422
2.01E+12,462796,456160,-1.043547,53.997666,12,2,1,1,07/12/2012,6,21:11:00,189,E06000014,5,416,6,60,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01013409
2.01E+12,459841,451660,-1.089501,53.957576,12,3,1,1,02/12/2012,1,03:00:00,189,E06000014,6,7110,6,30,3,4,6,7110,0,0,4,1,1,0,0,1,2,E01013415
2.01E+12,459804,451844,-1.090029,53.959234,12,3,2,1,08/12/2012,7,19:15:00,189,E06000014,3,1036,6,30,6,2,5,405,0,5,4,1,2,0,0,1,1,E01013415
2.01E+12,458827,452102,-1.104867,53.961664,12,3,2,1,10/12/2012,2,07:47:00,189,E06000014,5,405,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01013390
2.01E+12,459473,451136,-1.09521,53.952909,12,3,2,1,10/12/2012,2,15:15:00,189,E06000014,6,0,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01013417
2.01E+12,460752,451068,-1.075737,53.95215,12,3,2,1,11/12/2012,3,08:04:00,189,E06000014,3,19,2,30,3,4,3,19,0,0,1,1,2,0,0,1,1,E01013364
2.01E+12,458867,451312,-1.10441,53.95456,12,3,2,3,11/12/2012,3,18:10:00,189,E06000014,3,59,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013391
2.01E+12,461814,454878,-1.058785,53.986263,12,3,2,1,12/12/2012,4,10:35:00,189,E06000014,5,414,6,30,2,4,5,415,0,8,1,1,1,0,0,1,1,E01013409
2.01E+12,460481,451920,-1.079697,53.959838,12,3,1,1,11/12/2012,3,10:45:00,189,E06000014,6,7210,6,30,0,-1,-1,0,0,0,1,1,4,0,0,1,1,E01013367
2.01E+12,455751,447300,-1.15262,53.918849,12,3,2,1,14/12/2012,6,12:35:00,189,E06000014,3,64,6,60,5,4,3,1237,0,0,1,2,2,0,0,2,1,E01013424
2.01E+12,465601,457392,-1.000499,54.008389,12,3,2,2,14/12/2012,6,14:30:00,189,E06000014,3,64,6,60,3,4,6,1310,0,0,1,5,2,0,0,2,1,E01013437
2.01E+12,459886,451865,-1.088775,53.959413,12,3,2,1,11/12/2012,3,09:45:00,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013415
2.01E+12,460310,451684,-1.08235,53.957737,12,2,1,1,15/12/2012,7,22:15:00,189,E06000014,4,1227,6,30,9,2,6,0,0,4,4,1,2,0,0,1,1,E01013366
2.01E+12,459229,451227,-1.098911,53.953755,12,3,2,3,16/12/2012,1,10:05:00,189,E06000014,3,59,6,30,3,4,3,59,0,0,1,1,2,0,0,1,1,E01013417
2.01E+12,461101,451397,-1.070354,53.955065,12,3,2,1,16/12/2012,1,20:35:00,189,E06000014,3,1036,6,30,6,2,3,1079,0,4,4,1,2,0,0,1,1,E01013363
2.01E+12,457483,454812,-1.124839,53.986169,12,3,3,1,17/12/2012,2,07:45:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013432
2.01E+12,460615,451829,-1.077673,53.959005,12,3,1,1,18/12/2012,3,13:10:00,189,E06000014,6,7210,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.01E+12,460391,451802,-1.081092,53.958788,12,3,1,1,18/12/2012,3,17:20:00,189,E06000014,6,7210,2,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013367
2.01E+12,460825,457561,-1.07333,54.010492,12,3,2,1,19/12/2012,4,16:05:00,189,E06000014,5,94,6,30,3,4,6,1710,0,0,4,1,1,0,0,1,1,E01013373
2.01E+12,456973,453943,-1.132778,53.978416,12,3,2,1,20/12/2012,5,08:00:00,189,E06000014,6,2110,1,30,1,4,6,2110,0,0,7,5,2,0,0,2,1,E01013422
2.01E+12,459356,453366,-1.09656,53.972963,12,2,2,1,20/12/2012,5,15:50:00,189,E06000014,5,419,6,30,3,4,6,3210,0,0,4,5,2,0,0,1,1,E01013346
2.01E+12,461288,449383,-1.067908,53.936944,12,3,2,1,19/12/2012,4,14:00:00,189,E06000014,6,4610,6,20,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01013365
2.01E+12,461314,452501,-1.066887,53.964961,12,3,2,1,20/12/2012,5,18:15:00,189,E06000014,5,408,6,30,2,4,6,7410,0,0,4,2,2,0,0,1,1,E01013380
2.01E+12,458392,451836,-1.111547,53.959323,12,3,2,1,20/12/2012,5,20:15:00,189,E06000014,3,59,6,30,3,4,6,2810,0,0,4,2,2,0,0,1,1,E01013393
2.01E+12,459245,448377,-1.099219,53.928141,12,3,1,1,27/12/2012,5,06:30:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013412
2.01E+12,457914,449996,-1.11918,53.942841,12,3,3,1,27/12/2012,5,17:51:00,189,E06000014,5,413,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013359
2.01E+12,459063,453415,-1.101017,53.973437,12,3,2,1,27/12/2012,5,17:15:00,189,E06000014,6,3210,6,20,0,-1,-1,0,0,0,4,1,2,0,0,1,2,E01013346
2.01E+12,463671,455065,-1.03043,53.987719,12,3,1,1,29/12/2012,7,22:15:00,189,E06000014,3,1036,6,40,0,-1,-1,0,0,0,6,1,1,0,0,2,2,E01013409
2.01E+12,461957,451989,-1.057191,53.960284,12,3,2,1,11/12/2012,3,13:15:00,189,E06000014,6,7610,6,30,3,4,5,409,0,0,1,1,1,0,0,1,2,E01013381
2.01E+12,460040,453500,-1.086107,53.974088,12,3,2,1,01/01/2005,7,09:45:00,189,E06000014,6,0,6,30,3,4,-1,-1,0,0,1,1,1,0,0,1,-1,E01013345
2.01E+12,460370,452820,-1.081211,53.967939,12,3,2,1,05/01/2005,4,07:31:00,189,E06000014,6,0,6,30,7,2,6,0,0,0,1,1,1,0,0,1,-1,E01013368
2.01E+12,460930,454930,-1.072254,53.986835,12,3,2,1,05/01/2005,4,09:53:00,189,E06000014,6,0,1,40,1,4,6,0,0,0,1,1,1,0,0,2,-1,E01013404
2.01E+12,460870,450600,-1.074032,53.94793,12,3,2,1,05/01/2005,4,14:17:00,189,E06000014,3,19,6,30,0,2,-1,0,0,0,1,1,1,4,0,1,-1,E01013364
2.01E+12,456770,454010,-1.135861,53.979041,12,2,2,1,05/01/2005,4,14:24:00,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,4,1,0,0,2,1,E01013422
2.01E+12,457000,447640,-1.133542,53.921769,12,3,1,1,05/01/2005,4,22:13:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,-1,E01013423
2.01E+12,461840,452470,-1.058876,53.96462,12,3,2,1,06/01/2005,5,09:53:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,1,2,0,0,1,-1,E01013380
2.01E+12,460050,457720,-1.085123,54.012011,12,3,2,1,06/01/2005,5,20:45:00,189,E06000014,6,0,2,30,3,4,-1,-1,0,0,1,5,2,0,0,1,-1,E01013371
2.01E+12,455940,451120,-1.149044,53.953159,12,3,2,3,09/01/2005,1,00:43:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,4,2,2,0,0,2,-1,E01013421
2.01E+12,462680,450450,-1.046489,53.946366,12,3,1,1,09/01/2005,1,15:29:00,189,E06000014,6,0,3,30,0,-1,-1,0,0,0,1,4,2,0,0,1,-1,E01013378
2.01E+12,461710,451320,-1.06109,53.954301,12,1,2,1,10/01/2005,2,05:53:00,189,E06000014,3,1079,6,30,3,4,-1,-1,0,0,4,4,1,0,0,1,-1,E01013400
2.01E+12,456790,450930,-1.136128,53.951359,12,3,2,1,10/01/2005,2,17:19:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013442
2.01E+12,464050,455320,-1.024597,53.989964,12,3,2,2,11/01/2005,3,10:38:00,189,E06000014,3,1036,3,40,1,4,-1,-1,0,0,4,1,1,0,0,2,-1,E01013437
2.01E+12,461070,449470,-1.071211,53.937752,12,3,1,1,12/01/2005,4,08:43:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,-1,E01013365
2.01E+12,456300,448490,-1.144043,53.929484,12,2,4,1,12/01/2005,4,19:28:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,-1,E01013421
2.01E+12,461990,456920,-1.055686,54.004593,12,3,2,1,13/01/2005,5,08:19:00,189,E06000014,3,1237,1,60,1,-1,-1,-1,0,0,1,4,2,0,0,2,-1,E01013408
2.01E+12,457610,454930,-1.12288,53.987216,12,2,3,1,13/01/2005,5,16:26:00,189,E06000014,3,1237,6,60,1,4,3,19,0,0,1,1,1,0,0,2,1,E01013432
2.01E+12,460210,452410,-1.08373,53.964273,12,3,2,1,13/01/2005,5,08:50:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,-1,E01013366
2.01E+12,452730,454120,-1.197437,53.980456,12,3,1,1,14/01/2005,6,06:12:00,189,E06000014,3,59,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,-1,E01013426
2.01E+12,457880,449480,-1.119796,53.938207,12,3,2,1,14/01/2005,6,08:22:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,8,4,0,0,1,1,E01013353
2.01E+12,456230,453150,-1.144252,53.971371,12,3,2,1,14/01/2005,6,18:22:00,189,E06000014,3,1237,6,60,0,-1,3,59,0,0,4,1,1,0,0,2,-1,E01013422
2.01E+12,460900,450730,-1.073549,53.949095,12,3,2,1,15/01/2005,7,11:46:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013364
2.01E+12,461540,460280,-1.061872,54.034842,12,2,2,2,15/01/2005,7,19:21:00,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,-1,E01013376
2.01E+12,463620,456370,-1.030935,53.999452,12,2,1,1,18/01/2005,3,09:11:00,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,-1,E01013409
2.01E+12,459410,457350,-1.094961,54.00876,12,3,3,3,18/01/2005,3,15:36:00,189,E06000014,4,1363,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,-1,E01013377
2.01E+12,454210,446890,-1.176153,53.915328,12,3,1,1,19/01/2005,4,07:50:00,189,E06000014,3,64,3,70,5,4,6,0,0,0,1,1,2,0,0,2,-1,E01013421
2.01E+12,463170,451270,-1.038855,53.953676,12,3,2,1,19/01/2005,4,18:49:00,189,E06000014,3,1079,6,40,3,4,6,0,0,0,4,1,2,0,0,1,-1,E01013402
2.01E+12,461830,455820,-1.05835,53.994727,12,3,2,1,20/01/2005,5,09:02:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,4,1,0,0,1,1,E01013409
2.01E+12,461920,451790,-1.057795,53.9585,12,3,2,2,20/01/2005,5,15:04:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,-1,E01013399
2.01E+12,457560,451740,-1.124244,53.958553,12,3,3,1,22/01/2005,7,00:11:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,-1,E01013336
2.01E+12,469870,450930,-0.936851,53.94976,12,3,3,1,22/01/2005,7,18:19:00,189,E06000014,3,1079,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,-1,E01013351
2.01E+12,452620,451730,-1.199526,53.958988,12,2,2,3,23/01/2005,1,16:20:00,189,E06000014,4,1224,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013421
2.01E+12,458700,452640,-1.106699,53.966513,12,3,2,1,25/01/2005,3,17:28:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013390
2.01E+12,462410,458170,-1.049023,54.015776,12,2,3,3,26/01/2005,4,17:01:00,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,-1,E01013436
2.01E+12,460250,458600,-1.081898,54.019896,12,3,1,1,26/01/2005,4,17:28:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013372
2.01E+12,459470,451120,-1.095259,53.952766,12,3,2,1,26/01/2005,4,18:09:00,189,E06000014,6,0,6,30,3,2,6,0,0,0,4,1,1,0,0,1,-1,E01013417
2.01E+12,458840,447120,-1.105627,53.91689,12,3,2,2,26/01/2005,4,19:54:00,189,E06000014,6,0,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,E01013340
2.01E+12,461830,451080,-1.05931,53.95213,12,3,2,1,27/01/2005,5,08:20:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01013363
2.01E+12,457960,448980,-1.118672,53.933705,12,3,2,1,27/01/2005,5,14:37:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,1,E01013355
2.01E+12,460680,453630,-1.076325,53.975182,12,3,2,2,27/01/2005,5,18:29:00,189,E06000014,6,0,6,30,1,4,6,0,0,0,1,5,2,0,0,1,1,E01013348
2.01E+12,459580,451270,-1.093554,53.954101,12,3,3,1,27/01/2005,5,19:40:00,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,1,E01013417
2.01E+12,464940,451300,-1.01188,53.953727,12,1,1,1,29/01/2005,7,14:23:00,189,E06000014,3,64,3,70,5,4,3,1079,0,0,1,1,2,0,0,2,-1,E01013351
2.01E+12,456750,449220,-1.137055,53.935996,12,3,2,1,29/01/2005,7,15:15:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013354
2.01E+12,459160,458530,-1.098546,54.019393,12,3,2,1,31/01/2005,2,10:45:00,189,E06000014,6,0,6,60,0,4,-1,0,0,0,1,1,1,0,0,2,2,E01013377
2.01E+12,459170,458480,-1.098403,54.018943,12,3,3,1,31/01/2005,2,11:26:00,189,E06000014,4,1363,6,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,E01013377
2.01E+12,457200,451890,-1.129702,53.959941,12,3,2,1,01/02/2005,3,00:33:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01013335
2.01E+12,461990,456920,-1.055686,54.004593,12,3,3,1,01/02/2005,3,07:23:00,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,1,2,0,0,2,1,E01013408
2.01E+12,462480,446590,-1.050323,53.911702,12,3,3,1,01/02/2005,3,12:35:00,189,E06000014,3,19,6,60,3,4,6,0,0,0,1,1,2,0,0,2,2,E01013450
2.01E+12,464260,451430,-1.022213,53.95498,12,3,4,4,01/02/2005,3,17:27:00,189,E06000014,3,1079,3,40,0,0,-1,0,0,0,4,1,2,0,0,2,1,E01013378
2.01E+12,456260,447490,-1.144836,53.920502,12,3,1,2,02/02/2005,4,09:09:00,189,E06000014,3,64,3,70,0,0,-1,0,0,0,1,1,1,0,7,2,1,E01013423
2.01E+12,452330,452050,-1.20389,53.961894,12,1,3,3,02/02/2005,4,17:20:00,189,E06000014,4,1224,6,60,0,0,-1,0,0,0,6,1,2,0,0,2,1,E01013421
2.01E+12,460780,451340,-1.075256,53.954591,12,3,2,1,02/02/2005,4,17:50:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01013367
2.01E+12,459250,450820,-1.098669,53.950095,12,3,2,2,04/02/2005,6,13:05:00,189,E06000014,3,1036,6,30,9,2,-1,-1,0,0,1,1,2,0,0,1,2,E01013417
2.01E+12,455560,447380,-1.155513,53.919588,12,3,2,1,05/02/2005,7,07:35:00,189,E06000014,3,64,3,70,9,4,3,1237,0,0,1,1,1,0,0,2,1,E01013421
2.01E+12,465680,451210,-1.000624,53.952825,12,2,1,1,06/02/2005,1,12:30:00,189,E06000014,4,1228,6,60,0,0,-1,0,0,0,1,1,2,7,0,2,1,E01013351
2.01E+12,461000,453870,-1.071399,53.977301,12,3,1,1,07/02/2005,2,19:50:00,189,E06000014,6,0,6,30,8,4,6,0,0,1,4,1,2,0,0,1,2,E01013386
2.01E+12,462960,450580,-1.042196,53.947501,12,3,2,1,08/02/2005,3,17:06:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013378
2.01E+12,461050,452280,-1.070954,53.963007,12,3,2,1,09/02/2005,4,08:30:00,189,E06000014,6,0,6,30,9,4,6,0,0,0,1,1,2,0,2,1,1,E01013383
2.01E+12,460120,450920,-1.085395,53.950893,12,3,2,1,09/02/2005,4,11:50:00,189,E06000014,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,2,E01013418
2.01E+12,462890,453240,-1.042715,53.971414,12,3,2,1,09/02/2005,4,18:30:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013388
2.01E+12,459670,451730,-1.092093,53.958225,12,3,1,1,10/02/2005,5,00:15:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,9,2,0,0,1,1,E01013415
2.01E+12,458730,453830,-1.106013,53.977204,12,3,2,1,11/02/2005,6,15:15:00,189,E06000014,6,0,6,30,0,0,-1,0,0,0,1,1,1,0,0,1,2,E01013434
2.01E+12,460310,451680,-1.08235,53.957701,12,2,1,2,12/02/2005,7,01:20:00,189,E06000014,6,0,6,30,3,4,6,0,0,4,4,1,2,0,0,1,1,E01013366
2.01E+12,462470,454170,-1.048927,53.979822,12,3,2,1,12/02/2005,7,14:00:00,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,4,1,0,0,2,1,E01013409
2.01E+12,460240,446830,-1.084372,53.914123,12,3,2,1,12/02/2005,7,14:28:00,189,E06000014,4,1222,6,60,0,0,-1,0,0,0,1,1,1,0,0,2,1,E01013450
2.01E+12,460550,451750,-1.078679,53.958302,12,3,1,1,12/02/2005,7,16:10:00,189,E06000014,6,0,2,30,0,0,-1,0,0,0,1,9,1,0,0,1,2,E01013367
2.01E+12,459790,453300,-1.089957,53.97232,12,3,1,1,14/02/2005,2,02:20:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01013345
2.01E+12,461260,454270,-1.067355,53.980865,12,3,2,1,14/02/2005,2,13:31:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013406
2.01E+12,465020,451590,-1.010599,53.956323,12,3,2,1,15/02/2005,3,11:30:00,189,E06000014,3,1079,1,30,1,2,3,64,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,462490,446500,-1.050189,53.910892,12,3,3,2,15/02/2005,3,14:58:00,189,E06000014,3,19,6,60,8,4,-1,-1,0,0,1,1,1,0,0,2,1,E01013450
2.01E+12,460910,455440,-1.072457,53.991421,12,3,1,2,17/02/2005,5,08:43:00,189,E06000014,6,0,6,20,0,0,-1,0,0,0,1,8,2,0,0,1,1,E01013410
2.01E+12,458070,452210,-1.116383,53.96272,12,3,2,1,17/02/2005,5,11:06:00,189,E06000014,3,59,6,30,6,2,6,0,0,5,1,8,2,0,0,1,1,E01013394
2.01E+12,457000,450060,-1.133091,53.943517,12,3,2,1,20/02/2005,1,00:01:00,189,E06000014,6,0,9,30,6,4,6,0,0,0,4,3,3,3,0,1,1,E01013449
2.01E+12,458860,448210,-1.105113,53.926684,12,3,1,1,21/02/2005,2,08:01:00,189,E06000014,6,0,6,60,0,0,-1,0,0,0,1,3,3,0,0,2,1,E01013340
2.01E+12,457780,451470,-1.120943,53.956102,12,3,2,1,21/02/2005,2,08:30:00,189,E06000014,4,1224,6,30,3,4,6,0,0,1,1,3,3,0,0,1,2,E01013441
2.01E+12,460350,451650,-1.081747,53.957427,12,3,1,1,21/02/2005,2,14:15:00,189,E06000014,6,0,6,30,7,4,6,0,0,1,1,8,2,0,0,1,1,E01013367
2.01E+12,460860,455110,-1.073286,53.988461,12,3,2,1,21/02/2005,2,14:54:00,189,E06000014,6,0,6,30,1,4,6,0,0,0,1,4,2,0,0,1,1,E01013404
2.01E+12,462310,450120,-1.052192,53.943445,12,3,1,1,21/02/2005,2,18:15:00,189,E06000014,6,0,6,30,0,0,-1,0,0,1,4,3,3,0,0,1,1,E01013378
2.01E+12,456690,453140,-1.137242,53.971231,12,3,2,1,21/02/2005,2,09:50:00,189,E06000014,3,59,6,30,0,0,-1,0,0,0,1,3,3,0,0,2,2,E01013422
2.01E+12,461550,452810,-1.063227,53.96771,12,3,2,1,22/02/2005,3,11:05:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,3,2,0,0,1,1,E01013380
2.01E+12,460400,452860,-1.080746,53.968295,12,3,1,1,22/02/2005,3,19:15:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013368
2.01E+12,459770,455960,-1.089741,53.996227,12,3,2,1,25/02/2005,6,09:00:00,189,E06000014,3,1237,6,60,0,0,-1,0,0,0,1,3,3,0,0,2,2,E01013407
2.01E+12,460560,452730,-1.078333,53.967108,12,3,1,1,23/02/2005,4,08:10:00,189,E06000014,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2,E01013368
2.01E+12,457810,451480,-1.120484,53.956189,12,3,2,1,23/02/2005,4,18:30:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,3,2,0,0,1,2,E01013396
2.01E+12,461980,459310,-1.055352,54.026072,12,3,1,1,24/02/2005,5,20:49:00,189,E06000014,6,0,6,60,0,0,-1,0,0,0,4,1,2,0,0,2,1,E01013436
2.01E+12,461430,452530,-1.065113,53.965208,12,3,2,1,25/02/2005,6,12:20:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01013380
2.01E+12,461830,451080,-1.05931,53.95213,12,2,2,1,26/02/2005,7,17:20:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01013363
2.01E+12,459430,455200,-1.095075,53.989436,12,3,1,4,27/02/2005,1,02:31:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013431
